MPN	SE_NAME	COM_PARTNUM	SE_SUPPLIER	MAN_ID	COM_ID	Scrubbing_Status
P4SMA250CA-AT/TR13	Yageo	P4SMA250CA-AT/TR13	Brightking	20503	419865070	Direct Match Corrected supplier
P4SMA30CA-AT/TR7	Yageo	P4SMA30CA-AT/TR7	Brightking	20503	419864944	Direct Match Corrected supplier
P6KE30A/TR13	Yageo	P6KE30A/TR13	Brightking	20503	419863955	Direct Match Corrected supplier
P6KE39CA/TR13	Yageo	P6KE39CA/TR13	Brightking	20503	419866266	Direct Match Corrected supplier
P6KE480CA/TR13	Yageo	P6KE480CA/TR13	Brightking	20503	419863888	Direct Match Corrected supplier
P6KE510CA/TR13	Yageo	P6KE510CA/TR13	Brightking	20503	419866566	Direct Match Corrected supplier
P6KE530CA/TR13	Yageo	P6KE530CA/TR13	Brightking	20503	419867002	Direct Match Corrected supplier
P6KE540CA/TR13	Yageo	P6KE540CA/TR13	Brightking	20503	419865855	Direct Match Corrected supplier
P6KE8.2A/TR13	Yageo	P6KE8.2A/TR13	Brightking	20503	419863579	Direct Match Corrected supplier
P6KE22CA/TR13	Yageo	P6KE22CA/TR13	Brightking	20503	419864533	Direct Match Corrected supplier
P6KE56CA/TR13	Yageo	P6KE56CA/TR13	Brightking	20503	419864288	Direct Match Corrected supplier
P6KE7.5A/TR13	Yageo	P6KE7.5A/TR13	Brightking	20503	419866177	Direct Match Corrected supplier
P6KE91A/TR13	Yageo	P6KE91A/TR13	Brightking	20503	419866569	Direct Match Corrected supplier
P6SMB11CA/TR7	Yageo	P6SMB11CA/TR7	Brightking	20503	419864040	Direct Match Corrected supplier
P6SMB62CA/TR7	Yageo	P6SMB62CA/TR7	Brightking	20503	419865825	Direct Match Corrected supplier
P6KE300CA/TR13	Yageo	P6KE300CA/TR13	Brightking	20503	419865876	Direct Match Corrected supplier
P6KE43CA/TR13	Yageo	P6KE43CA/TR13	Brightking	20503	419865730	Direct Match Corrected supplier
P6KE56A-AT/B	Yageo	P6KE56A-AT/B	Brightking	20503	419863027	Direct Match Corrected supplier
P6KE6.8A/TR13	Yageo	P6KE6.8A/TR13	Brightking	20503	419864941	Direct Match Corrected supplier
P6KE68CA/TR13	Yageo	P6KE68CA/TR13	Brightking	20503	419866672	Direct Match Corrected supplier
P6KE82A/TR13	Yageo	P6KE82A/TR13	Brightking	20503	419866852	Direct Match Corrected supplier
P6KE30CA/TR13	Yageo	P6KE30CA/TR13	Brightking	20503	419865804	Direct Match Corrected supplier
P6KE36CA/TR13	Yageo	P6KE36CA/TR13	Brightking	20503	419866276	Direct Match Corrected supplier
P6KE47CA/TR13	Yageo	P6KE47CA/TR13	Brightking	20503	419864083	Direct Match Corrected supplier
P6KE130A/TR13	Yageo	P6KE130A/TR13	Brightking	20503	419865240	Direct Match Corrected supplier
P6KE220A/TR13	Yageo	P6KE220A/TR13	Brightking	20503	419865853	Direct Match Corrected supplier
P6SMB6.8A/TR7	Yageo	P6SMB6.8A/TR7	Brightking	20503	419863406	Direct Match Corrected supplier
P6SMB350CA-AT/TR13	Yageo	P6SMB350CA-AT/TR13	Brightking	20503	419866867	Direct Match Corrected supplier
SA78CA/TR13	Yageo	SA78CA/TR13	Brightking	20503	419864660	Direct Match Corrected supplier
SA48A/TR13	Yageo	SA48A/TR13	Brightking	20503	419867184	Direct Match Corrected supplier
SA45CA/TR13	Yageo	SA45CA/TR13	Brightking	20503	419866910	Direct Match Corrected supplier
SAC8.0/TR13	Yageo	SAC8.0/TR13	Brightking	20503	419863372	Direct Match Corrected supplier
SAC5.0/TR13	Yageo	SAC5.0/TR13	Brightking	20503	419863210	Direct Match Corrected supplier
SA12A/TR13	Yageo	SA12A/TR13	Brightking	20503	419867216	Direct Match Corrected supplier
SA190A/B	Yageo	SA190A/B	Brightking	20503	419865582	Direct Match Corrected supplier
SA43CA/TR13	Yageo	SA43CA/TR13	Brightking	20503	419867006	Direct Match Corrected supplier
SA43A/TR13	Yageo	SA43A/TR13	Brightking	20503	419866147	Direct Match Corrected supplier
SBD8C05L01	Yageo	SBD8C05L01	Brightking	20503	406027018	Direct Match Corrected supplier
SA90CA/TR13	Yageo	SA90CA/TR13	Brightking	20503	419866259	Direct Match Corrected supplier
SA36A/TR13	Yageo	SA36A/TR13	Brightking	20503	419862084	Direct Match Corrected supplier
SA90A/TR13	Yageo	SA90A/TR13	Brightking	20503	419865794	Direct Match Corrected supplier
SA60CA/TR13	Yageo	SA60CA/TR13	Brightking	20503	419865716	Direct Match Corrected supplier
SA51CA/TR13	Yageo	SA51CA/TR13	Brightking	20503	419864141	Direct Match Corrected supplier
SA15A/TR13	Yageo	SA15A/TR13	Brightking	20503	419866106	Direct Match Corrected supplier
SA6.5A/TR13	Yageo	SA6.5A/TR13	Brightking	20503	419864877	Direct Match Corrected supplier
SA6.0CA/TR13	Yageo	SA6.0CA/TR13	Brightking	20503	419867203	Direct Match Corrected supplier
SA8.5CA/TR13	Yageo	SA8.5CA/TR13	Brightking	20503	419864861	Direct Match Corrected supplier
SA48CA/TR13	Yageo	SA48CA/TR13	Brightking	20503	419863354	Direct Match Corrected supplier
SA8.0CA/TR13	Yageo	SA8.0CA/TR13	Brightking	20503	419863621	Direct Match Corrected supplier
SMBJ440CA-AT/TR13	Yageo	SMBJ440CA-AT/TR13	Brightking	20503	419867003	Direct Match Corrected supplier
SMBJ400A-AT/TR13	Yageo	SMBJ400A-AT/TR13	Brightking	20503	419863950	Direct Match Corrected supplier
SMBJ400CA-AT/TR7	Yageo	SMBJ400CA-AT/TR7	Brightking	20503	419865428	Direct Match Corrected supplier
SMBJ350CA-AT/TR13	Yageo	SMBJ350CA-AT/TR13	Brightking	20503	419865993	Direct Match Corrected supplier
SMBJ300CA-AT/TR13	Yageo	SMBJ300CA-AT/TR13	Brightking	20503	419863440	Direct Match Corrected supplier
SMAJ33CA-AT/TR13	Yageo	SMAJ33CA-AT/TR13	Brightking	20503	419863394	Direct Match Corrected supplier
SFD52A07L01	Yageo	SFD52A07L01	Brightking	20503	419753172	Direct Match Corrected supplier
SA40A/TR13	Yageo	SA40A/TR13	Brightking	20503	419864409	Direct Match Corrected supplier
SAC10/TR13	Yageo	SAC10/TR13	Brightking	20503	419864068	Direct Match Corrected supplier
SMDJ18CA-AT/TR7	Yageo	SMDJ18CA-AT/TR7	Brightking	20503	419864233	Direct Match Corrected supplier
SMDJ100A-AT/TR13	Yageo	SMDJ100A-AT/TR13	Brightking	20503	419864560	Direct Match Corrected supplier
SMDJ17CA-AT/TR13	Yageo	SMDJ17CA-AT/TR13	Brightking	20503	419865009	Direct Match Corrected supplier
SMDJ180A-AT/TR13	Yageo	SMDJ180A-AT/TR13	Brightking	20503	419866861	Direct Match Corrected supplier
SMDJ180CA-AT/TR13	Yageo	SMDJ180CA-AT/TR13	Brightking	20503	419864530	Direct Match Corrected supplier
SMDJ36CA-AT/TR13	Yageo	SMDJ36CA-AT/TR13	Brightking	20503	419863400	Direct Match Corrected supplier
SMDJ8.5CA-AT/TR13	Yageo	SMDJ8.5CA-AT/TR13	Brightking	20503	419865648	Direct Match Corrected supplier
SMDJ170CA-AT/TR13	Yageo	SMDJ170CA-AT/TR13	Brightking	20503	419864471	Direct Match Corrected supplier
SMDJ17A-AT/TR13	Yageo	SMDJ17A-AT/TR13	Brightking	20503	419863419	Direct Match Corrected supplier
SMDJ36A-AT/TR13	Yageo	SMDJ36A-AT/TR13	Brightking	20503	419865384	Direct Match Corrected supplier
SMDJ36A/TR7	Yageo	SMDJ36A/TR7	Brightking	20503	419863900	Direct Match Corrected supplier
SMDJ8.0CA-AT/TR13	Yageo	SMDJ8.0CA-AT/TR13	Brightking	20503	419865858	Direct Match Corrected supplier
SMDJ8.5A-AT/TR13	Yageo	SMDJ8.5A-AT/TR13	Brightking	20503	419866832	Direct Match Corrected supplier
SMDJ16CA-AT/TR13	Yageo	SMDJ16CA-AT/TR13	Brightking	20503	419864638	Direct Match Corrected supplier
SMDJ170A-AT/TR7	Yageo	SMDJ170A-AT/TR7	Brightking	20503	419866431	Direct Match Corrected supplier
SMDJ33CA-AT/TR7	Yageo	SMDJ33CA-AT/TR7	Brightking	20503	419867057	Direct Match Corrected supplier
SMDJ8.0A-AT/TR13	Yageo	SMDJ8.0A-AT/TR13	Brightking	20503	419866578	Direct Match Corrected supplier
SMDJ160CA-AT/TR13	Yageo	SMDJ160CA-AT/TR13	Brightking	20503	419866763	Direct Match Corrected supplier
SMDJ16A-AT/TR13	Yageo	SMDJ16A-AT/TR13	Brightking	20503	419866180	Direct Match Corrected supplier
SMDJ33A-AT/TR13	Yageo	SMDJ33A-AT/TR13	Brightking	20503	419863315	Direct Match Corrected supplier
SMDJ78CA-AT/TR13	Yageo	SMDJ78CA-AT/TR13	Brightking	20503	419863407	Direct Match Corrected supplier
SMDJ15CA-AT/TR13	Yageo	SMDJ15CA-AT/TR13	Brightking	20503	419863646	Direct Match Corrected supplier
SMDJ160A-AT/TR13	Yageo	SMDJ160A-AT/TR13	Brightking	20503	419866467	Direct Match Corrected supplier
SMDJ30CA-AT/TR13	Yageo	SMDJ30CA-AT/TR13	Brightking	20503	419864186	Direct Match Corrected supplier
SMDJ30CA/TR7	Yageo	SMDJ30CA/TR7	Brightking	20503	419863849	Direct Match Corrected supplier
SMDJ58CA-AT/TR7	Yageo	SMDJ58CA-AT/TR7	Brightking	20503	419865812	Direct Match Corrected supplier
SMDJ6.0CA-AT/TR13	Yageo	SMDJ6.0CA-AT/TR13	Brightking	20503	419865995	Direct Match Corrected supplier
SMDJ30A-AT/TR13	Yageo	SMDJ30A-AT/TR13	Brightking	20503	419865470	Direct Match Corrected supplier
SMDJ58A-AT/TR13	Yageo	SMDJ58A-AT/TR13	Brightking	20503	419863777	Direct Match Corrected supplier
SMDJ70CA-AT/TR13	Yageo	SMDJ70CA-AT/TR13	Brightking	20503	419865636	Direct Match Corrected supplier
SMDJ75A-AT/TR13	Yageo	SMDJ75A-AT/TR13	Brightking	20503	419865644	Direct Match Corrected supplier
SMDJ15A-AT/TR13	Yageo	SMDJ15A-AT/TR13	Brightking	20503	419866050	Direct Match Corrected supplier
SMDJ13A-AT/TR7	Yageo	SMDJ13A-AT/TR7	Brightking	20503	419865523	Direct Match Corrected supplier
SMDJ24A-AT/TR7	Yageo	SMDJ24A-AT/TR7	Brightking	20503	419866887	Direct Match Corrected supplier
SMDJ12CA-AT/TR13	Yageo	SMDJ12CA-AT/TR13	Brightking	20503	419865816	Direct Match Corrected supplier
SMDJ130A-AT/TR13	Yageo	SMDJ130A-AT/TR13	Brightking	20503	419866336	Direct Match Corrected supplier
SMDJ60A-AT/TR13	Yageo	SMDJ60A-AT/TR13	Brightking	20503	419866690	Direct Match Corrected supplier
SMDJ120CA-AT/TR13	Yageo	SMDJ120CA-AT/TR13	Brightking	20503	419865303	Direct Match Corrected supplier
SMDJ22A-AT/TR13	Yageo	SMDJ22A-AT/TR13	Brightking	20503	419863602	Direct Match Corrected supplier
SMDJ22A/TR7	Yageo	SMDJ22A/TR7	Brightking	20503	419866821	Direct Match Corrected supplier
SMDJ22CA-AT/TR7	Yageo	SMDJ22CA-AT/TR7	Brightking	20503	419864105	Direct Match Corrected supplier
SMDJ90CA-AT/TR13	Yageo	SMDJ90CA-AT/TR13	Brightking	20503	419864446	Direct Match Corrected supplier
SMDJ11CA-AT/TR13	Yageo	SMDJ11CA-AT/TR13	Brightking	20503	419865346	Direct Match Corrected supplier
SMDJ120A-AT/TR7	Yageo	SMDJ120A-AT/TR7	Brightking	20503	419866703	Direct Match Corrected supplier
SMDJ210A-AT/TR7	Yageo	SMDJ210A-AT/TR7	Brightking	20503	419867221	Direct Match Corrected supplier
SMDJ210CA-AT/TR7	Yageo	SMDJ210CA-AT/TR7	Brightking	20503	419865856	Direct Match Corrected supplier
SMDJ220A-AT/TR7	Yageo	SMDJ220A-AT/TR7	Brightking	20503	419864265	Direct Match Corrected supplier
SMDJ220CA-AT/TR7	Yageo	SMDJ220CA-AT/TR7	Brightking	20503	419863551	Direct Match Corrected supplier
SMDJ64A-AT/TR13	Yageo	SMDJ64A-AT/TR13	Brightking	20503	419863328	Direct Match Corrected supplier
SMDJ90A-AT/TR13	Yageo	SMDJ90A-AT/TR13	Brightking	20503	419865061	Direct Match Corrected supplier
SMDJ110CA-AT/TR7	Yageo	SMDJ110CA-AT/TR7	Brightking	20503	419863667	Direct Match Corrected supplier
SMDJ11A-AT/TR7	Yageo	SMDJ11A-AT/TR7	Brightking	20503	419866016	Direct Match Corrected supplier
SMDJ20A-AT/TR7	Yageo	SMDJ20A-AT/TR7	Brightking	20503	419866997	Direct Match Corrected supplier
SMDJ20CA-AT/TR7	Yageo	SMDJ20CA-AT/TR7	Brightking	20503	419865809	Direct Match Corrected supplier
SMDJ10CA-AT/TR7	Yageo	SMDJ10CA-AT/TR7	Brightking	20503	419864477	Direct Match Corrected supplier
SMDJ110CA-AT/TR13	Yageo	SMDJ110CA-AT/TR13	Brightking	20503	419866380	Direct Match Corrected supplier
SMDJ190A-AT/TR7	Yageo	SMDJ190A-AT/TR7	Brightking	20503	419865066	Direct Match Corrected supplier
SMDJ190CA-AT/TR7	Yageo	SMDJ190CA-AT/TR7	Brightking	20503	419866318	Direct Match Corrected supplier
SMDJ200A-AT/TR7	Yageo	SMDJ200A-AT/TR7	Brightking	20503	419864777	Direct Match Corrected supplier
SMDJ200CA-AT/TR7	Yageo	SMDJ200CA-AT/TR7	Brightking	20503	419864370	Direct Match Corrected supplier
SMDJ85CA-AT/TR13	Yageo	SMDJ85CA-AT/TR13	Brightking	20503	419867134	Direct Match Corrected supplier
SMDJ100CA-AT/TR13	Yageo	SMDJ100CA-AT/TR13	Brightking	20503	419863740	Direct Match Corrected supplier
SMDJ10A-AT/TR7	Yageo	SMDJ10A-AT/TR7	Brightking	20503	419864606	Direct Match Corrected supplier
SMDJ18A-AT/TR7	Yageo	SMDJ18A-AT/TR7	Brightking	20503	419863645	Direct Match Corrected supplier
SMDJ150A-AT/TR13	Yageo	SMDJ150A-AT/TR13	Brightking	20503	419863662	Direct Match Corrected supplier
SMDJ150CA-AT/TR13	Yageo	SMDJ150CA-AT/TR13	Brightking	20503	419866727	Direct Match Corrected supplier
SMDJ28A-AT/TR7	Yageo	SMDJ28A-AT/TR7	Brightking	20503	419867153	Direct Match Corrected supplier
SMDJ28CA-AT/TR7	Yageo	SMDJ28CA-AT/TR7	Brightking	20503	419866176	Direct Match Corrected supplier
SMDJ70A-AT/TR7	Yageo	SMDJ70A-AT/TR7	Brightking	20503	419864308	Direct Match Corrected supplier
SMDJ14CA-AT/TR13	Yageo	SMDJ14CA-AT/TR13	Brightking	20503	419866164	Direct Match Corrected supplier
SMDJ26CA-AT/TR13	Yageo	SMDJ26CA-AT/TR13	Brightking	20503	419864628	Direct Match Corrected supplier
SMDJ7.5CA-AT/TR13	Yageo	SMDJ7.5CA-AT/TR13	Brightking	20503	419866472	Direct Match Corrected supplier
SMDJ13CA-AT/TR7	Yageo	SMDJ13CA-AT/TR7	Brightking	20503	419864194	Direct Match Corrected supplier
SMDJ26A-AT/TR7	Yageo	SMDJ26A-AT/TR7	Brightking	20503	419863799	Direct Match Corrected supplier
SMDJ130CA-AT/TR7	Yageo	SMDJ130CA-AT/TR7	Brightking	20503	419863502	Direct Match Corrected supplier
UDT23A05L02	Yageo	UDT23A05L02	Brightking	20503	100762432	Direct Match Corrected supplier
UDT23A15L02	Yageo	UDT23A15L02	Brightking	20503	419870523	Direct Match Corrected supplier
P6KE6.8A-AT/B	Yageo	P6KE6.8A-AT/B	Brightking	20503	419862832	Direct Match Corrected supplier
P6KE180A-AT/B	Yageo	P6KE180A-AT/B	Brightking	20503	419862791	Direct Match Corrected supplier
P6KE39CA-AT/B	Yageo	P6KE39CA-AT/B	Brightking	20503	419862876	Direct Match Corrected supplier
1.5SMC550CA/TR7	Yageo	1.5SMC550CA/TR7	Brightking	20503	419865883	Direct Match Corrected supplier
2RP300M-8	Yageo	2RP300M-8	Brightking	20503	413372545	Direct Match Corrected supplier
241KD07-FTB	Yageo	241KD07-FTB	Brightking	20503	414623016	Direct Match Corrected supplier
220KD25	Yageo	220KD25	Brightking	20503	423413052	Direct Match Corrected supplier
2RL2500M-8	Yageo	2RL2500M-8	Brightking	20503	413372460	Direct Match Corrected supplier
2RL1400M-8	Yageo	2RL1400M-8	Brightking	20503	413372455	Direct Match Corrected supplier
2RL2000M-8	Yageo	2RL2000M-8	Brightking	20503	413372458	Direct Match Corrected supplier
2RK4000M-8	Yageo	2RK4000M-8	Brightking	20503	413372442	Direct Match Corrected supplier
2RH1600M-8	Yageo	2RH1600M-8	Brightking	20503	413372431	Direct Match Corrected supplier
2RH2500M-8	Yageo	2RH2500M-8	Brightking	20503	413372434	Direct Match Corrected supplier
2RH3000M-8	Yageo	2RH3000M-8	Brightking	20503	413372436	Direct Match Corrected supplier
391KD07-O	Yageo	391KD07-O	Brightking	20503	414623158	Direct Match Corrected supplier
391KD07-OTR	Yageo	391KD07-OTR	Brightking	20503	414623160	Direct Match Corrected supplier
431KD10J-FTB	Yageo	431KD10J-FTB	Brightking	20503	419755460	Direct Match Corrected supplier
431KD10J-OTB	Yageo	431KD10J-OTB	Brightking	20503	419755463	Direct Match Corrected supplier
431KD10-FTB	Yageo	431KD10-FTB	Brightking	20503	419755457	Direct Match Corrected supplier
5.0SMDJ48CA/TR7	Yageo	5.0SMDJ48CA/TR7	Brightking	20503	419867058	Direct Match Corrected supplier
471KD07-F	Yageo	471KD07-F	Brightking	20503	414623250	Direct Match Corrected supplier
471KD07-TB	Yageo	471KD07-TB	Brightking	20503	414623256	Direct Match Corrected supplier
621KD07-TB	Yageo	621KD07-TB	Brightking	20503	414623334	Direct Match Corrected supplier
621KD07-FTB	Yageo	621KD07-FTB	Brightking	20503	414623329	Direct Match Corrected supplier
621KD07-OTB	Yageo	621KD07-OTB	Brightking	20503	414623332	Direct Match Corrected supplier
621KD07-F	Yageo	621KD07-F	Brightking	20503	414623328	Direct Match Corrected supplier
5KP33CA-AT/B	Yageo	5KP33CA-AT/B	Brightking	20503	419862809	Direct Match Corrected supplier
680KD07-F	Yageo	680KD07-F	Brightking	20503	414623342	Direct Match Corrected supplier
680KD07-OTB	Yageo	680KD07-OTB	Brightking	20503	414623346	Direct Match Corrected supplier
821KD07-FTB	Yageo	821KD07-FTB	Brightking	20503	414623381	Direct Match Corrected supplier
821KD07-OTB	Yageo	821KD07-OTB	Brightking	20503	414623384	Direct Match Corrected supplier
821KD07-TR	Yageo	821KD07-TR	Brightking	20503	414623387	Direct Match Corrected supplier
BK130-900-SZ	Yageo	BK130-900-SZ	Brightking	20503	419369116	Direct Match Corrected supplier
IXZR16N60	Zilog	IXZR16N60	IXYS	1353	34588055	Direct Match Corrected supplier
IXD1421AB58ER-G	Zilog	IXD1421AB58ER-G	IXYS	1353	62498269	Direct Match Corrected supplier
IXD1421AB08ER-G	Zilog	IXD1421AB08ER-G	IXYS	1353	62498219	Direct Match Corrected supplier
IXD1421AB13ER-G	Zilog	IXD1421AB13ER-G	IXYS	1353	62498224	Direct Match Corrected supplier
IXD1421AB17ER-G	Zilog	IXD1421AB17ER-G	IXYS	1353	62498228	Direct Match Corrected supplier
IXD1421AB28ER-G	Zilog	IXD1421AB28ER-G	IXYS	1353	62498239	Direct Match Corrected supplier
IXD1421AB31ER-G	Zilog	IXD1421AB31ER-G	IXYS	1353	62498242	Direct Match Corrected supplier
IXD1421AB33ER-G	Zilog	IXD1421AB33ER-G	IXYS	1353	62498244	Direct Match Corrected supplier
IXD1421AB38ER-G	Zilog	IXD1421AB38ER-G	IXYS	1353	62498249	Direct Match Corrected supplier
IXD1421AB41ER-G	Zilog	IXD1421AB41ER-G	IXYS	1353	62498252	Direct Match Corrected supplier
IXD1421AB49ER-G	Zilog	IXD1421AB49ER-G	IXYS	1353	62498260	Direct Match Corrected supplier
IXD1421AB53ER-G	Zilog	IXD1421AB53ER-G	IXYS	1353	62498264	Direct Match Corrected supplier
IXD1421AB03ER-G	Zilog	IXD1421AB03ER-G	IXYS	1353	62498214	Direct Match Corrected supplier
FIS-0830-0001G	Omron	FIS-0830-0001G	Omron	1463	404673627	Direct Match
FIS-0830-0005G	Omron	FIS-0830-0005G	Omron	1463	404673625	Direct Match
